genename	refseq
TBCEL	NM_001363644
ZNF57	NM_173480
TP53TG3E	NM_001330061
TBCEL	NM_152715
TBCEL	NM_001130047
ZNF57	NM_001319083
SOD2	NM_001322816
SIX5	NM_175875
SLFN13	NM_144682
BMPER	NM_133468
ZNF382	NM_001398491
ZNF382	NM_001398490
ZNF382	NM_032825
ZNF382	NM_001398492
ZNF382	NM_001256838
BMPER	NM_001365308
PRDX3	NM_001302272
PRDX3	NM_006793
SLFN11	NM_001387160
SLFN11	NM_152270
SLFN11	NM_001387163
SLFN11	NM_001387161
SLFN11	NM_001387158
SLFN11	NM_001104590
SLFN11	NM_001376008
SLFN11	NM_001376009
SLFN11	NM_001104589
SLFN11	NM_001387159
SLFN11	NM_001376011
SLFN11	NM_001387162
SLFN11	NM_001104588
SLFN11	NM_001376007
SLFN11	NM_001376010
SLFN11	NM_001104587
DKK3	NM_015881
GRK5	NM_005308
DKK3	NM_013253
SLC11A2	NM_001414747
SLC11A2	NM_001174127
SLC11A2	NM_001174126
SLC11A2	NM_001379447
DKK3	NM_001330220
SLC11A2	NM_001379446
SLC11A2	NM_001414749
SLC11A2	NM_001414748
SLC11A2	NM_001174128
SLC11A2	NM_000617
SLC11A2	NM_001379455
SLC11A2	NM_001174125
PRSS53	NM_001039503
KRT38	NM_006771
SLC11A2	NM_001174129
MARK4	NM_001199867
DKK3	NM_001018057
SLC11A2	NM_001379448
SLC11A2	NM_001174130
KRT32	NM_002278
MARK4	NM_031417
PABPN1L	NM_001080487
PABPN1L	NM_001294328
PANK1	NM_148978
PABPN1L	NM_001385709
PANK1	NM_138316
KRT36	NM_003771
PANK1	NM_148977
TP53TG3	NM_016212
CPHXL2	NM_001395862
RDH16	NM_001320108
RDH16	NM_003708
MTMR14	NM_001400521
MTMR14	NM_001400542
MTMR14	NM_001077526
MTMR14	NM_001400523
MTMR14	NM_001400522
MTMR14	NM_001400541
MTMR14	NM_001400539
MTMR14	NM_001400540
MTMR14	NM_001400527
MTMR14	NM_001400529
MTMR14	NM_001400543
MTMR14	NM_001400547
MTMR14	NM_001400549
MTMR14	NM_001400548
MTMR14	NM_001400544
MTMR14	NM_001400550
TPH1	NM_004179
DNAJC14	NM_001394690
DNAJC14	NM_032364
MTMR14	NM_001400518
MTMR14	NM_001077525
MTMR14	NM_001400520
MTMR14	NM_001400519
MTMR14	NM_001400534
MTMR14	NM_001400538
MTMR14	NM_001400533
MTMR14	NM_001400524
MTMR14	NM_001400525
MTMR14	NM_001400535
DNAJC14	NM_001394687
DNAJC14	NM_001394689
DNAJC14	NM_001394688
MTMR14	NM_001400526
MTMR14	NM_022485
MTMR14	NM_001400528
MTMR14	NM_001400546
MTMR14	NM_001400545
MTMR14	NM_001400530
MTMR14	NM_001400536
MTMR14	NM_001400531
MTMR14	NM_001400532
MTMR14	NM_001400537
KRT13	NM_002274
KRT13	NM_153490
KANK3	NM_198471
OR5H1	NM_001005338
PLEKHG5	NM_001265593
OR5H14	NM_001005514
OR5H6	NM_001005479
PLEKHG5	NM_001042665
GRM5	NM_001384268
GRM5	NM_001143831
KRT15	NM_002275
PLEKHG5	NM_001265594
PLEKHG5	NM_001042664
PLEKHG5	NM_020631
GRM5	NM_000842
ZNF814	NM_001144989
COL1A2	NM_000089
PLEKHG5	NM_001042663
DOK4	NM_001394653
DOK4	NM_001394652
DOK4	NM_001394656
DOK4	NM_001369618
DOK4	NM_001394654
DOK4	NM_001394655
DOK4	NM_001369620
DOK4	NM_001330556
PLEKHG5	NM_198681
MS4A6E	NM_139249
CLEC11A	NM_002975
PLEKHG5	NM_001265592
KIF20B	NM_001284259
KIF20B	NM_001382506
FLRT1	NM_001384466
KRT19	NM_002276
FLRT1	NM_013280
ACTR6	NM_022496
KIF20B	NM_016195
DOK4	NM_001394657
DOK4	NM_001394658
DOK4	NM_001394661
DOK4	NM_018110
DOK4	NM_001394659
DOK4	NM_001394660
DOK4	NM_001369619
DOK4	NM_001369621
KRT9	NM_000226
NPIPB2	NM_001355514
NPIPB2	NM_001395853
NPIPB2	NM_001395855
NPIPB2	NM_001395852
NPIPB2	NM_001395854
KRT14	NM_000526
NPIPB2	NM_001396485
KRT16	NM_005557
TMEM218	NM_001387249
CASD1	NM_001363427
CASD1	NM_001363426
CASD1	NM_001363428
CASD1	NM_022900
TMEM218	NM_001387259
TMEM218	NM_001387256
TMEM218	NM_001258243
EIF1	NM_005801
BRPF1	NM_001319049
TMEM218	NM_001258240
TMEM218	NM_001387248
TMEM218	NM_001387244
TMEM218	NM_001387255
TMEM218	NM_001387258
TMEM218	NM_001387233
TMEM218	NM_001258245
TMEM218	NM_001387251
TMEM218	NM_001387231
TMEM218	NM_001387241
KRT35	NM_002280
TMEM218	NM_001258241
TMEM218	NM_001387237
CCDC92B	NM_001355573
TMEM218	NM_001387252
TMEM248	NM_017994
TMEM218	NM_001387240
TMEM218	NM_001387245
TMEM218	NM_001387250
TMEM218	NM_001387247
TMEM218	NM_001387246
TMEM218	NM_001258238
TMEM218	NM_001387235
TMEM218	NM_001387253
TMEM218	NM_001387236
TMEM218	NM_001387239
TMEM218	NM_001387257
TMEM218	NM_001387234
TMEM218	NM_001387238
TMEM218	NM_001258247
TMEM218	NM_001258244
TMEM218	NM_001387230
TMEM218	NM_001387254
TMEM218	NM_001080546
TMEM218	NM_001387232
TMEM218	NM_001387242
TMEM218	NM_001258239
TMEM218	NM_001258246
TMEM218	NM_001258242
BRPF1	NM_001410704
BRPF1	NM_001003694
BRPF1	NM_001319050
BRPF1	NM_004634
NQO1	NM_000903
NQO1	NM_001025433
NQO1	NM_001025434
NQO1	NM_001286137
RPL38	NM_000999
RPL38	NM_001035258
SPTBN4	NM_020971
JAZF1	NM_175061
SPTBN4	NM_025213
NOB1	NM_014062
ZNF419	NM_001098492
TTYH2	NM_032646
TTYH2	NM_001330453
SBDS	NM_016038
ZNF419	NM_001291745
ZNF419	NM_001291744
ZNF419	NM_001098493
TTYH2	NM_052869
ZNF419	NM_001098491
ZNF419	NM_001098494
ZNF419	NM_001291743
ZNF419	NM_001098495
ZNF419	NM_001098496
SOX6	NM_001367872
SOX6	NM_001145811
ZNF419	NM_024691
SPDYE2	NM_001396242
SPDYE2	NM_001031618
SOX6	NM_017508
SPDYE12	NM_001382555
SOX6	NM_001145819
ZNF726	NM_001348688
ZNF726	NM_001348689
ZNF726	NM_001244038
ZNF726	NM_001348687
ZNF626	NM_001076675
DNAI2	NM_001353167
DNAI2	NM_023036
SOX6	NM_033326
ZNF626	NM_145297
DNAI2	NM_001172810
SOX6	NM_001367873
OR52N2	NM_001005174
LARS2	NM_001368263
IQCN	NM_001145304
IQCN	NM_025249
IQCN	NM_001145305
ZNF99	NM_001080409
LARS2	NM_015340
SNX10	NM_013322
SNX10	NM_001362753
SNX10	NM_001318198
SNX10	NM_001199837
SNX10	NM_001362754
SNX10	NM_001199835
CLIP1	NM_002956
CLIP1	NM_001247997
KIF19	NM_153209
CLIP1	NM_198240
CLIP1	NM_001389291
LGALS8	NM_201545
SNX10	NM_001318199
BTBD17	NM_001080466
SNX10	NM_001199838
LIMD1	NM_014240
CEP43	NM_194429
LGALS8	NM_006499
LGALS8	NM_201543
LGALS8	NM_201544
CCR1	NM_001295
CEP43	NM_001278690
CCR2	NM_001123396
CCR2	NM_001123041
CCRL2	NM_003965
CCRL2	NM_001130910
CEP43	NM_007045
FN1	NM_001306132
ST8SIA1	NM_001304450
ST8SIA1	NM_003034
FAM240A	NM_001195442
NDUFS7	NM_001363602
CCR3	NM_178328
CCR3	NM_001164680
SLCO2B1	NM_007256
CCR3	NM_001837
CCR3	NM_178329
STARD3NL	NM_001363339
STARD3NL	NM_032016
SLCO2B1	NM_001145212
STARD3NL	NM_001363344
STARD3NL	NM_001363346
STARD3NL	NM_001363343
STARD3NL	NM_001363347
STARD3NL	NM_001363345
MRPL20	NM_017971
NDUFS7	NM_024407
MRPL20	NM_001318485
STARD3NL	NM_001363340
ZNF140	NM_003440
SLCO2B1	NM_001145211
ZNF140	NM_001300778
ZNF140	NM_001300777
ZNF140	NM_001300776
VWA1	NM_199121
VWA1	NM_022834
FN1	NM_212482
TPBGL	NM_001195528
NUAK1	NM_014840
NFAT5	NM_138713
BAX	NM_001291428
BAX	NM_138761
ATAD3C	NM_001039211
LGALS3BP	NM_005567
FN1	NM_001365521
FN1	NM_001306129
NFAT5	NM_138714
NFAT5	NM_173214
NFAT5	NM_006599
NFAT5	NM_001367709
NFAT5	NM_173215
FN1	NM_002026
FN1	NM_212474
BAX	NM_001291429
BAX	NM_001291430
UTRN	NM_007124
BAX	NM_138764
FN1	NM_001365524
FN1	NM_001365520
FN1	NM_001365518
NFAT5	NM_001113178
TRGC1	NM_001003806
TARP	NM_001003799
BAX	NM_138763
BAX	NM_001291431
UTRN	NM_001375323
BAX	NM_004324
IGFL4	NM_001002923
FN1	NM_212478
FN1	NM_001306131
FN1	NM_001306130
FN1	NM_001365522
FN1	NM_001365519
FN1	NM_001365517
ABCB10	NM_012089
FN1	NM_001365523
FN1	NM_212476
CANT1	NM_001159773
CANT1	NM_138793
CA5A	NM_001367225
CA5A	NM_001739
CANT1	NM_001159772
ITPRID1	NM_001257967
ITPRID1	NM_194300
FN1	NM_054034
ITPRID1	NM_001257968
IGFL1	NM_198541
MBD3L3	NM_001164425
URB2	NM_001314021
URB2	NM_014777
RNF186	NM_019062
XRCC2	NM_005431
OTUD3	NM_015207
ARRB1	NM_004041
ARRB1	NM_020251
PLA2G2E	NM_014589
OR2M7	NM_001004691
OR14C36	NM_001001918
C1QTNF1	NM_153372
KNCN	NM_001322255
C1QTNF1	NM_030968
C1QTNF1	NM_198593
C1QTNF1	NM_198594
KNCN	NM_001097611
KLHL35	NM_001039548
ENGASE	NM_001396054
ENGASE	NM_001396052
ENGASE	NM_001042573
ENGASE	NM_001396053
ENGASE	NM_001396055
LTF	NM_002343
TBC1D15	NM_022771
LTF	NM_001199149
LTF	NM_001321121
LTF	NM_001321122
RTP3	NM_031440
TBC1D15	NM_001146214
MKNK1	NM_001377373
MKNK1	NM_001377337
MKNK1	NM_001135553
MKNK1	NM_001377338
RBFOX3	NM_001385822
RBFOX3	NM_001385823
RBFOX3	NM_001385806
RBFOX3	NM_001385807
RBFOX3	NM_001385814
RBFOX3	NM_001350451
RBFOX3	NM_001385818
RBFOX3	NM_001385813
RBFOX3	NM_001385820
RBFOX3	NM_001385821
RBFOX3	NM_001385815
RBFOX3	NM_001385816
RBFOX3	NM_001385809
RBFOX3	NM_001385819
RBFOX3	NM_001385817
RBFOX3	NM_001385810
RBFOX3	NM_001385808
RBFOX3	NM_001385812
RBFOX3	NM_001385811
RBFOX3	NM_001385805
RBFOX3	NM_001385804
RBFOX3	NM_001385824
RBFOX3	NM_001385847
TBC1D15	NM_001146213
TBC1D15	NM_001385848
TBC1D15	NM_001385850
TBC1D15	NM_001385851
TBC1D15	NM_001385853
TBC1D15	NM_001385849
TBC1D15	NM_001385852
TBC1D15	NM_001385854
RBFOX3	NM_001385838
RBFOX3	NM_001385842
RBFOX3	NM_001350453
RBFOX3	NM_001385846
RBFOX3	NM_001385828
RBFOX3	NM_001385827
RBFOX3	NM_001385839
RBFOX3	NM_001385845
RBFOX3	NM_001385840
RBFOX3	NM_001385831
RBFOX3	NM_001385836
RBFOX3	NM_001385843
RBFOX3	NM_001385830
RBFOX3	NM_001385841
RBFOX3	NM_001385833
RBFOX3	NM_001082575
RBFOX3	NM_001385835
RBFOX3	NM_001385844
RBFOX3	NM_001385829
RBFOX3	NM_001385834
RBFOX3	NM_001385832
RBFOX3	NM_001385837
LRRC2	NM_024512
RBFOX3	NM_001385825
RBFOX3	NM_001385826
ENPP7	NM_178543
ZCCHC9	NM_032280
ZCCHC9	NM_001131035
ZCCHC9	NM_001131036
BANP	NM_001384941
BANP	NM_001384931
BANP	NM_001384918
BANP	NM_001384919
BANP	NM_001384920
BANP	NM_001384942
BANP	NM_001384935
BANP	NM_001173539
BANP	NM_001386992
BANP	NM_001384921
BANP	NM_001384922
BANP	NM_001384923
BANP	NM_001384944
BANP	NM_001384938
BANP	NM_001173541
CBX2	NM_005189
CBX2	NM_032647
BANP	NM_001386991
BANP	NM_079837
ZDHHC17	NM_015336
ZDHHC17	NM_001359626
MKNK1	NM_003684
CDON	NM_001243597
MKNK1	NM_001377343
MKNK1	NM_198973
MKNK1	NM_001377341
MKNK1	NM_001377374
MKNK1	NM_001377342
MKNK1	NM_001377375
BUB1	NM_004336
BANP	NM_001173540
CDON	NM_001378964
BUB1	NM_001278616
BANP	NM_001384936
BANP	NM_001384916
BANP	NM_001384943
BANP	NM_001384937
BANP	NM_017869
BUB1	NM_001278617
CDON	NM_016952
BANP	NM_001384925
BANP	NM_001384928
BANP	NM_001384927
BANP	NM_001384939
BANP	NM_001384929
BANP	NM_001384926
BANP	NM_001173542
BANP	NM_001384940
BANP	NM_001173543
ACOT12	NM_130767
OR2AP1	NM_001258285
OR6C2	NM_054105
BEAN1	NM_001178020
RPS13	NM_001017
BEAN1	NM_001136106
BEAN1	NM_001197224
ARTN	NM_057090
GLT8D2	NM_001384713
GLT8D2	NM_001384719
GLT8D2	NM_001384718
GLT8D2	NM_001384720
GLT8D2	NM_031302
GLT8D2	NM_001384715
GLT8D2	NM_001384717
GLT8D2	NM_001384721
GLT8D2	NM_001384712
GLT8D2	NM_001384711
GLT8D2	NM_001384722
ARTN	NM_057091
GLT8D2	NM_001316967
GLT8D2	NM_001384716
ARTN	NM_001136215
DDC	NM_000790
DDC	NM_001242889
DDC	NM_001242887
DDC	NM_001242886
DDC	NM_001242888
DDC	NM_001082971
LIN7A	NM_004664
LIN7A	NM_001324423
DDC	NM_001242890
IPO13	NM_014652
C12orf71	NM_001384983
C12orf71	NM_001080406
FIGNL2	NM_001384995
FIGNL2	NM_001384996
FIGNL2	NM_001013690
ZNF891	NM_001277291
RILPL2	NM_145058
RYR1	NM_000540
WDR35	NM_020779
WDR35	NM_001006657
RYR1	NM_001042723
PIK3C2A	NM_001321380
PIK3C2A	NM_001386870
PIK3C2A	NM_002645
PIK3C2A	NM_001321378
ADM5	NM_001101340
ATP6V0B	NM_001294333
DNAJC4	NM_005528
ATP6V0B	NM_001039457
USP7	NM_003470
USP7	NM_001321858
DNAJC4	NM_001307980
DNAJC4	NM_001307981
ATP6V0B	NM_004047
MED19	NM_001317078
MED19	NM_153450
IKZF1	NM_001291846
IKZF1	NM_006060
IKZF1	NM_001291845
SHANK1	NM_016148
IKZF1	NM_001220765
IKZF1	NM_001220771
IKZF1	NM_001291840
OR2Z1	NM_001004699
TTC36	NM_001346096
TTC36	NM_001346097
TTC36	NM_001080441
USP7	NM_001286457
USP7	NM_001286458
IKZF1	NM_001291839
IKZF1	NM_001291837
IKZF1	NM_001220768
IKZF1	NM_001220770
IKZF1	NM_001291843
IKZF1	NM_001291844
OR7G2	NM_001005193
IKZF1	NM_001291838
IKZF1	NM_001220767
IKZF1	NM_001291841
IKZF1	NM_001291842
IKZF1	NM_001291847
OR4F17	NM_001005240
CCDC24	NM_152499
CCDC24	NM_001349127
CCDC24	NM_001349128
CCDC24	NM_001349129
IGFL2	NM_001002915
IGFL2	NM_001135113
VSTM2B	NM_001384641
VSTM2B	NM_001146339
VSTM2B	NM_001384640
BOLA2	NM_001320579
BOLA2	NM_001031827
BOLA2-SMG1P6	NM_001320625
BOLA2-SMG1P6	NM_001320624
BOLA2-SMG1P6	NM_001320622
BOLA2-SMG1P6	NM_001320623
BOLA2-SMG1P6	NM_001320627
BOLA2-SMG1P6	NM_001320628
NUTF2	NM_001322039
NUTF2	NM_005796
NUTF2	NM_001322038
NUTF2	NM_001322040
NUTF2	NM_001322041
CARD11	NM_032415
CARD11	NM_001324281
WNK1	NM_018979
WNK1	NM_014823
WNK1	NM_213655
OTOF	NM_004802
WNK1	NM_001184985
OTOF	NM_194323
GRIK5	NM_002088
GRIK5	NM_001301030
OTOF	NM_194322
TYW1B	NM_001145440
SSBP2	NM_001400351
SSBP2	NM_001400355
SSBP2	NM_001400358
SSBP2	NM_001400345
SSBP2	NM_001400366
SSBP2	NM_001400349
SSBP2	NM_001400353
SSBP2	NM_001400352
SSBP2	NM_001400347
SSBP2	NM_001394352
SSBP2	NM_001400344
SSBP2	NM_001400341
SSBP2	NM_001400342
SSBP2	NM_012446
SSBP2	NM_001394350
SSBP2	NM_001394351
TBC1D30	NM_001330187
TBC1D30	NM_001330188
TBC1D30	NM_001364838
SSBP2	NM_001400374
SSBP2	NM_001400343
SSBP2	NM_001400348
SSBP2	NM_001345886
SSBP2	NM_001400340
SSBP2	NM_001256732
OTOF	NM_194248
SSBP2	NM_001400364
SSBP2	NM_001256736
CRELD1	NM_001374316
SSBP2	NM_001400359
SSBP2	NM_001256735
OTOF	NM_001287489
CRELD1	NM_001374319
CRELD1	NM_001374320
TMEM25	NM_001144034
TMEM25	NM_001144035
SSBP2	NM_001400363
SSBP2	NM_001400371
SSBP2	NM_001400367
SSBP2	NM_001400356
SSBP2	NM_001400368
SSBP2	NM_001400362
SSBP2	NM_001400360
SSBP2	NM_001400361
TMEM25	NM_001144038
SLC26A4	NM_000441
SSBP2	NM_001400354
SSBP2	NM_001400346
SSBP2	NM_001400375
SSBP2	NM_001400357
SSBP2	NM_001256733
SSBP2	NM_001400369
MYH10	NM_001256095
SLC6A9	NM_001024845
TBC1D30	NM_015279
TBC1D30	NM_001330186
BMP10	NM_014482
SSBP2	NM_001400350
SSBP2	NM_001256734
CRELD1	NM_001374317
CRELD1	NM_001374318
SLC6A9	NM_001328629
MYH10	NM_005964
TMEM25	NM_032780
TMEM25	NM_001318757
SLC6A9	NM_001328630
SLC6A9	NM_001328626
SLC6A9	NM_001328628
CRELD1	NM_015513
TMEM25	NM_001144037
CRELD1	NM_001077415
SLC6A9	NM_001328627
SLC6A9	NM_001261380
SLC6A9	NM_006934
GKN2	NM_182536
SLC6A9	NM_201649
CRELD1	NM_001410713
MYH10	NM_001375266
MYH10	NM_001256012
CBLL1	NM_001284291
TMEM25	NM_001144036
CRELD1	NM_001031717
GKN1	NM_019617
CBLL1	NM_024814
TMEM25	NM_001318755
ERVV-1	NM_152473
LCE3B	NM_178433
LCE3A	NM_178431
NMRK2	NM_001289117
LCE2D	NM_178430
LCE2B	NM_014357
NMRK2	NM_170678
NMRK2	NM_001375469
NMRK2	NM_001375467
NMRK2	NM_001375468
LCE2A	NM_178428
PRAMEF15	NM_001098376
NR2C1	NM_003297
NLRP13	NM_001321057
SKP1	NM_170679
NLRP13	NM_176810
SKP1	NM_006930
EVI2A	NM_014210
PRAMEF14	NM_001024661
EVI2A	NM_001003927
PRAMEF17	NM_001099851
CLEC4G	NM_001244856
CLEC4G	NM_198492
EPHX4	NM_173567
SLC26A3	NM_000111
NR2C1	NM_001032287
NR2C1	NM_001127362
FNDC10	NM_001242659
SH2B2	NM_001394426
SH2B2	NM_001393990
SH2B2	NM_001393991
SH2B2	NM_001393992
SH2B2	NM_001393995
SH2B2	NM_001359229
SH2B2	NM_001359231
SH2B2	NM_001393994
SH2B2	NM_001359228
SH2B2	NM_001359230
SH2B2	NM_001393993
PPP2CA	NM_002715
PPP2CA	NM_001355019
RAB11FIP4	NM_032932
MMP23B	NM_006983
IFT46	NM_001168618
RAB11FIP4	NM_001346748
RAB11FIP4	NM_001303542
RAB11FIP4	NM_001346747
RAB11FIP4	NM_001346749
NDUFA12	NM_018838
IFT46	NM_020153
NDUFA12	NM_001258338
ZDHHC11B	NM_001351303
SLC35E2B	NM_001290264
SLC35E2B	NM_001110781
SLC22A24	NM_001136506
SLC22A24	NM_173586
SCGB3A1	NM_052863
TBC1D3L	NM_001291459
TBC1D3L	NM_001369501
TBC1D3L	NM_001369500
TBC1D3L	NM_001369499
ANTXR1	NM_032208
ANTXR1	NM_018153
CD3E	NM_000733
POLD2	NM_006230
ANTXR1	NM_053034
POLD2	NM_001256879
POLD2	NM_001127218
DPF1	NM_001135155
RNF10	NM_014868
DST	NM_015548
DPF1	NM_004647
DPF1	NM_001289978
DPF1	NM_001135156
RNF10	NM_001330474
REG3A	NM_138937
REG3A	NM_002580
REG3A	NM_138938
DPF1	NM_001363579
LRRTM1	NM_178839
KCNK6	NM_004823
DST	NM_001144770
MFSD11	NM_001242534
MFSD11	NM_001353017
DST	NM_001386100
DST	NM_183380
MFSD11	NM_001242536
DST	NM_001374730
MFSD11	NM_001242537
MFSD11	NM_001353019
MFSD11	NM_001242535
MFSD11	NM_024311
DST	NM_001374722
DST	NM_001374736
DST	NM_001374734
LRGUK	NM_001365701
PHF21A	NM_001352026
PHF21A	NM_001352027
PHF21A	NM_001352025
LRGUK	NM_001365700
LRGUK	NM_001401519
MFSD11	NM_001353018
MFSD11	NM_001242532
MFSD11	NM_001242533
LRGUK	NM_144648
DST	NM_001144769
PHF21A	NM_001352030
PHF21A	NM_001352031
PHF21A	NM_016621
PHF21A	NM_001352032
SLC35B4	NM_032826
PHF21A	NM_001352028
PHF21A	NM_001352029
DST	NM_001374729
PHF21A	NM_001101802
FLT4	NM_182925
CTNNA2	NM_001399737
COG4	NM_001365426
COG4	NM_015386
COG4	NM_001195139
CTNNA2	NM_004389
CTNNA2	NM_001282598
CTNNA2	NM_001282597
FLT4	NM_002020
CTNNA2	NM_001164883
FLT4	NM_001354989
DST	NM_001723
CTNNA2	NM_001320810
CTNNA2	NM_001282600
CDK11A	NM_024011
ATP8B3	NM_138813
MGAT5B	NM_001199172
CTNNA2	NM_001282599
MGAT5B	NM_144677
MGAT5B	NM_198955
SMTNL1	NM_001105565
SLC25A3	NM_005888
SLC25A3	NM_213611
SLC25A3	NM_002635
PPARG	NM_001354666
ATP8B3	NM_001178002
PPARG	NM_138712
PPARG	NM_001354669
PPARG	NM_001374264
PPARG	NM_005037
MMP26	NM_021801
MMP26	NM_001384608
CDK11A	NM_001313982
CDK11A	NM_033529
OR51S1	NM_001004758
CDK11A	NM_001313896
PPARG	NM_001354670
C19orf12	NM_001256047
C19orf12	NM_031448
C19orf12	NM_001031726
PPARG	NM_001354667
PPARG	NM_138711
C19orf12	NM_001282930
C19orf12	NM_001282931
C19orf12	NM_001256046
C19orf12	NM_001282929
WSCD1	NM_001388405
OR4F3	NM_001408386
OR4F3	NM_001005224
GLYATL2	NM_145016
WSCD1	NM_001388408
WSCD1	NM_001388407
WSCD1	NM_015253
WSCD1	NM_001388409
PPARG	NM_001374263
WSCD1	NM_001388406
GCA	NM_012198
CLEC16A	NM_001410905
PPARG	NM_001374261
PPARG	NM_001374262
PPARG	NM_001330615
PPARG	NM_001374266
CLEC16A	NM_015226
GCA	NM_001330268
GCA	NM_001330266
GCA	NM_001330265
GCA	NM_001330267
GCA	NM_001330270
GCA	NM_001330271
CLEC16A	NM_001243403
PPARG	NM_015869
PPARG	NM_001374265
PPARG	NM_001354668
ZNRD2	NM_001303024
ZNRD2	NM_006396
FAM89B	NM_152832
FAM89B	NM_001098784
SLF1	NM_032290
FAM89B	NM_001098785
NADK	NM_001353641
NADK	NM_023018
NADK	NM_001198993
NADK	NM_001198994
CHCT1	NM_181707
ZNF451	NM_015555
NADK	NM_001353642
NADK	NM_001198995
ZNF451	NM_001257273
FBXO31	NM_024735
KIAA0825	NM_001145678
DCP1A	NM_001290206
DCP1A	NM_018403
DCP1A	NM_001290205
KIAA0825	NM_001388325
KIAA0825	NM_001385712
KIAA0825	NM_001385713
DCP1A	NM_001290207
DCP1A	NM_001290204
FBXO31	NM_001282683
ZNF451	NM_001031623
KIAA0825	NM_001385714
KIAA0825	NM_001385723
KIAA0825	NM_173665
KIAA0825	NM_001385724
KIAA0825	NM_001385729
KIAA0825	NM_001385716
KIAA0825	NM_001385728
KIAA0825	NM_001385722
KIAA0825	NM_001385720
KIAA0825	NM_001385715
KIAA0825	NM_001385721
KIAA0825	NM_001385719
KIAA0825	NM_001385717
KIAA0825	NM_001385730
EHBP1L1	NM_001099409
EHBP1L1	NM_001351087
APPBP2	NM_001282476
APPBP2	NM_006380
CHDH	NM_018397
TMEM52	NM_178545
KCNK7	NM_033347
MAP1LC3B	NM_022818
KCNK7	NM_033348
KCNK7	NM_033455
CD1A	NM_001320652
CD1A	NM_001763
KCNK7	NM_005714
CD1C	NM_001765
IL17RB	NM_018725
SMIM7	NM_024104
CD1B	NM_001764
PIGL	NM_004278
SMIM7	NM_001300925
PIGL	NM_001411072
ACTR8	NM_001410774
ACTR8	NM_022899
MAP3K11	NM_002419
TMEM38A	NM_024074
LCMT1	NM_001032391
CENPV	NM_181716
LCMT1	NM_016309
HCN2	NM_001194
PCNX3	NM_032223
EIF2AK2	NM_001135651
EIF2AK2	NM_002759
MACROH2A1	NM_138610
MACROH2A1	NM_004893
MACROH2A1	NM_001040158
UBB	NM_018955
UBB	NM_001281720
UBB	NM_001281716
UBB	NM_001281719
UBB	NM_001281718
COL9A1	NM_078485
MACROH2A1	NM_001400403
MACROH2A1	NM_138609
UBB	NM_001281717
AQP8	NM_001169
EIF2AK2	NM_001135652
CD1E	NM_001185114
ZKSCAN2	NM_001012981
CD1E	NM_001185112
MACROH2A1	NM_001400404
MACROH2A1	NM_001400401
MACROH2A1	NM_001400402
POLRMT	NM_001407808
POLRMT	NM_001407807
POLRMT	NM_001407831
POLRMT	NM_001407834
POLRMT	NM_001407806
POLRMT	NM_001407833
POLRMT	NM_001407805
POLRMT	NM_001407809
POLRMT	NM_001407810
POLRMT	NM_005035
DNAJC10	NM_018981
DNAJC10	NM_001271581
TRPV2	NM_016113
COL9A1	NM_001377289
CD1E	NM_001185107
CD1E	NM_001042586
CD1E	NM_030893
SLX1B	NM_001400286
SLX1B	NM_024044
CD1E	NM_001042585
SIPA1	NM_006747
SLX1B	NM_178044
CD1E	NM_001042587
COL9A1	NM_001851
CD1E	NM_001185113
FGF22	NM_020637
FGF22	NM_001300812
CD1E	NM_001185108
CD1E	NM_001185115
CD1E	NM_001185110
SIPA1	NM_153253
CD1E	NM_001042583
CD1E	NM_001042584
COL9A1	NM_001377290
OR10T2	NM_001004475
KLHL10	NM_001329595
KLHL10	NM_152467
KLHL10	NM_001329596
COL9A1	NM_001377291
MS4A4E	NM_001393391
KLHL11	NM_018143
MS4A4E	NM_001351235
HNRNPA1L3	NM_001396241
DR1	NM_001938
RNF126	NM_194460
RSAD2	NM_080657
RNF126	NM_001366018
FANCD2	NM_033084
FANCD2	NM_001374254
FANCD2	NM_001374253
RNF144A	NM_001349181
RNF144A	NM_014746
RNF144A	NM_001349186
RNF144A	NM_001349184
RNF144A	NM_001349182
RNF144A	NM_001349183
FANCD2	NM_001018115
FSTL3	NM_005860
FANCD2	NM_001319984
RNF144A	NM_001349185
FANCD2	NM_001374255
MAPKAPK2	NM_032960
MAPKAPK2	NM_004759
SLC26A8	NM_052961
SLC26A8	NM_138718
SLC26A8	NM_001193476
TSPAN16	NM_012466
TSPAN16	NM_001282509
TSPAN16	NM_001282510
SANBR	NM_001129993
SANBR	NM_001330434
SANBR	NM_001330436
RAB3D	NM_004283
SANBR	NM_001330433
SANBR	NM_001330435
SANBR	NM_032506
SANBR	NM_001330432
IL24	NM_001185156
EBI3	NM_005755
IL24	NM_006850
IL24	NM_001185158
IL24	NM_001185157
MATR3	NM_001400451
MATR3	NM_001400450
MATR3	NM_001400455
MATR3	NM_001400452
MATR3	NM_001400454
MATR3	NM_001400459
MATR3	NM_001400448
MATR3	NM_199189
MATR3	NM_001194954
MATR3	NM_001400447
MATR3	NM_001400453
MATR3	NM_001400461
MATR3	NM_001400463
MATR3	NM_001400460
MATR3	NM_001282278
MATR3	NM_001400462
MATR3	NM_001400464
MATR3	NM_001400441
MATR3	NM_001400444
MATR3	NM_001400442
MATR3	NM_001400443
MATR3	NM_001400445
FCMR	NM_001405863
